2theta,Intensity
32.96,267
32.97,306
32.98,298
32.99,328
33,315
33.01,309
33.02,306
33.03,293
33.04,301
33.05,282
33.06,256
33.07,292
33.08,307
33.09,305
33.1,284
33.11,306
33.12,304
33.13,266
33.14,271
33.15,272
33.16,282
33.17,289
33.18,299
33.19,301
33.2,272
33.21,268
33.22,311
33.23,335
33.24,309
33.25,345
33.26,327
33.27,352
33.28,359
33.29,356
33.3,350
33.31,348
33.32,361
33.33,349
33.34,390
33.35,400
33.36,434
33.37,455
33.38,443
33.39,489
33.4,498
33.41,527
33.42,488
33.43,513
33.44,536
33.45,488
33.46,563
33.47,530
33.48,531
33.49,567
33.5,529
33.51,521
33.52,504
33.53,487
33.54,487
33.55,501
33.56,511
33.57,544
33.58,567
33.59,534
33.6,574
33.61,573
33.62,568
33.63,562
33.64,531
33.65,521
33.66,464
33.67,469
33.68,459
33.69,430
33.7,429
33.71,400
33.72,421
33.73,384
33.74,381
33.75,336
33.76,323
33.77,304
33.78,323
33.79,328
33.8,332
33.81,322
33.82,297
33.83,260
33.84,275
33.85,302
33.86,273
33.87,275
33.88,281
33.89,294
33.9,273
33.91,309
33.92,304
33.93,298
33.94,308
33.95,315
33.96,290
33.97,297
33.98,285
33.99,297
34,275
34.01,235
34.02,271
34.03,287
34.04,268
34.05,227
34.06,278
34.07,293
34.08,257
34.09,281
34.1,258
34.11,263
34.12,284
34.13,294
34.14,275
34.15,275
34.16,285
34.17,261
34.18,277
34.19,287
34.2,286
34.21,308
34.22,263
34.23,251
34.24,258
34.25,265
34.26,258
34.27,281
34.28,268
34.29,286
34.3,273
34.31,267
34.32,265
34.33,277
34.34,260
34.35,244
34.36,272
34.37,279
34.38,284
34.39,281
34.4,294
34.41,273
34.42,277
34.43,279
34.44,260
34.45,309
34.46,279
34.47,270
34.48,261
34.49,254
34.5,271
34.51,261
34.52,296
34.53,295
34.54,275
34.55,272
34.56,340
34.57,291
34.58,290
34.59,307
34.6,286
34.61,293
34.62,284
34.63,263
34.64,261
34.65,266
34.66,291
34.67,273
34.68,291
34.69,295
34.7,304
34.71,299
34.72,278
34.73,309
34.74,284
34.75,280
34.76,311
34.77,297
34.78,289
34.79,306
34.8,282
34.81,292
34.82,286
34.83,282
34.84,291
34.85,295
34.86,321
34.87,295
34.88,246
34.89,298
34.9,291
34.91,279
34.92,313
34.93,331
34.94,287
34.95,290
34.96,309
34.97,286
34.98,298
34.99,298
35,312
35.01,304
35.02,321
35.03,339
35.04,335
35.05,334
35.06,341
35.07,327
35.08,329
35.09,349
35.1,382
35.11,340
35.12,357
35.13,337
35.14,376
35.15,353
35.16,393
35.17,382
35.18,419
35.19,393
35.2,468
35.21,443
35.22,451
35.23,450
35.24,439
35.25,479
35.26,483
35.27,490
35.28,479
35.29,480
35.3,465
35.31,525
35.32,529
35.33,517
35.34,514
35.35,533
35.36,528
35.37,519
35.38,479
35.39,487
35.4,489
35.41,469
35.42,438
35.43,460
35.44,479
35.45,451
35.46,400
35.47,398
35.48,374
35.49,374
35.5,342
35.51,377
35.52,330
35.53,346
35.54,364
35.55,362
35.56,359
35.57,336
35.58,340
35.59,343
35.6,343
35.61,332
35.62,346
35.63,333
35.64,360
35.65,344
35.66,317
35.67,319
35.68,348
35.69,341
35.7,337
35.71,347
35.72,328
35.73,368
35.74,342
35.75,356
35.76,328
35.77,368
35.78,336
35.79,381
35.8,353
35.81,341
35.82,345
35.83,383
35.84,364
35.85,402
35.86,413
35.87,417
35.88,426
35.89,436
35.9,474
35.91,497
35.92,494
35.93,558
35.94,523
35.95,590
35.96,583
35.97,678
35.98,727
35.99,738
36,846
36.01,809
36.02,854
36.03,921
36.04,964
36.05,1089
36.06,1034
36.07,1071
36.08,1089
36.09,1136
36.1,1150
36.11,1168
36.12,1184
36.13,1173
36.14,1225
36.15,1349
36.16,1342
36.17,1362
36.18,1361
36.19,1430
36.2,1485
36.21,1502
36.22,1611
36.23,1655
36.24,1815
36.25,1915
36.26,2100
36.27,2297
36.28,2457
36.29,2692
36.3,3028
36.31,3163
36.32,3336
36.33,3285
36.34,3152
36.35,2761
36.36,2395
36.37,2091
36.38,1985
36.39,1939
36.4,1922
36.41,1883
36.42,1928
36.43,1697
36.44,1474
36.45,1194
36.46,1014
36.47,832
36.48,735
36.49,654
36.5,598
36.51,550
36.52,482
36.53,478
36.54,449
36.55,499
36.56,450
36.57,358
36.58,370
36.59,364
36.6,372
36.61,384
36.62,326
36.63,346
36.64,356
36.65,327
36.66,334
36.67,346
36.68,361
36.69,317
36.7,307
36.71,312
36.72,298
36.73,314
36.74,306
36.75,335
36.76,301
36.77,319
36.78,288
36.79,279
36.8,276
36.81,311
36.82,316
36.83,298
36.84,315
36.85,313
36.86,290
36.87,289
36.88,278
36.89,286
36.9,305
36.91,272
36.92,304
36.93,284
36.94,302
36.95,302
36.96,308
36.97,299
36.98,306
36.99,319
37,281
37.01,296
37.02,335
37.03,303
37.04,354
37.05,322
37.06,333
37.07,321
37.08,320
37.09,312
37.1,351
37.11,323
37.12,364
37.13,355
37.14,313
37.15,325
37.16,369
37.17,352
37.18,318
37.19,295
37.2,379
37.21,337
37.22,358
37.23,369
37.24,363
37.25,362
37.26,390
37.27,423
37.28,405
37.29,474
37.3,475
37.31,484
37.32,569
37.33,562
37.34,601
37.35,664
37.36,718
37.37,788
37.38,865
37.39,973
37.4,998
37.41,1032
37.42,1051
37.43,1065
37.44,925
37.45,906
37.46,944
37.47,897
37.48,877
37.49,852
37.5,799
37.51,822
37.52,751
37.53,680
37.54,665
37.55,662
37.56,609
37.57,566
37.58,565
37.59,517
37.6,455
37.61,458
37.62,436
37.63,476
37.64,454
37.65,461
37.66,447
37.67,442
37.68,440
37.69,435
37.7,424
37.71,458
37.72,464
37.73,475
37.74,486
37.75,517
37.76,496
37.77,462
37.78,491
37.79,433
37.8,503
37.81,483
37.82,538
37.83,528
37.84,499
37.85,499
37.86,538
37.87,542
37.88,565
37.89,526
37.9,560
37.91,571
37.92,630
37.93,651
37.94,645
37.95,713
37.96,763
37.97,821
37.98,832
37.99,821
38,794
38.01,824
38.02,763
38.03,739
38.04,655
38.05,675
38.06,629
38.07,663
38.08,605
38.09,614
38.1,631
38.11,598
38.12,536
38.13,517
38.14,482
38.15,506
38.16,470
38.17,475
38.18,457
38.19,470
38.2,492
38.21,483
38.22,487
38.23,510
38.24,522
38.25,518
38.26,592
38.27,583
38.28,659
38.29,679
38.3,772
38.31,856
38.32,924
38.33,1077
38.34,1225
38.35,1414
38.36,1588
38.37,1911
38.38,2191
38.39,2498
38.4,2725
38.41,2895
38.42,2785
38.43,2323
38.44,1854
38.45,1576
38.46,1625
38.47,1650
38.48,1636
38.49,1702
38.5,1916
38.51,1952
38.52,1898
38.53,1745
38.54,1621
38.55,1648
38.56,1622
38.57,1817
38.58,1930
38.59,2036
38.6,2118
38.61,1998
38.62,1881
38.63,1676
38.64,1499
38.65,1365
38.66,1285
38.67,1278
38.68,1278
38.69,1275
38.7,1234
38.71,1278
38.72,1167
38.73,1002
38.74,919
38.75,848
38.76,725
38.77,719
38.78,675
38.79,665
38.8,657
38.81,615
38.82,610
38.83,702
38.84,706
38.85,701
38.86,730
38.87,743
38.88,821
38.89,866
38.9,925
38.91,935
38.92,1052
38.93,1092
38.94,1197
38.95,1234
38.96,1356
38.97,1448
38.98,1478
38.99,1480
39,1574
39.01,1517
39.02,1460
39.03,1447
39.04,1323
39.05,1312
39.06,1273
39.07,1215
39.08,1263
39.09,1158
39.1,1128
39.11,1095
39.12,990
39.13,876
39.14,847
39.15,792
39.16,724
39.17,708
39.18,650
39.19,600
39.2,559
39.21,547
39.22,544
39.23,536
39.24,503
39.25,493
39.26,471
39.27,503
39.28,452
39.29,429
39.3,419
39.31,443
39.32,433
39.33,449
39.34,492
39.35,475
39.36,449
39.37,474
39.38,491
39.39,494
39.4,535
39.41,539
39.42,568
39.43,605
39.44,632
39.45,638
39.46,682
39.47,744
39.48,800
39.49,845
39.5,1001
39.51,992
39.52,1068
39.53,1169
39.54,1284
39.55,1387
39.56,1393
39.57,1394
39.58,1258
39.59,1216
39.6,1127
39.61,1076
39.62,1043
39.63,972
39.64,960
39.65,902
39.66,1010
39.67,896
39.68,827
39.69,778
39.7,672
39.71,632
39.72,593
39.73,502
39.74,505
39.75,488
39.76,508
39.77,426
39.78,388
39.79,403
39.8,409
39.81,387
39.82,364
39.83,380
39.84,352
39.85,376
39.86,359
39.87,346
39.88,359
39.89,408
39.9,363
39.91,357
39.92,353
39.93,335
39.94,348
39.95,383
39.96,336
39.97,347
39.98,359
39.99,343
40,331
40.01,327
40.02,350
40.03,339
40.04,335
40.05,339
40.06,338
40.07,325
40.08,310
40.09,343
40.1,331
40.11,292
40.12,324
40.13,338
40.14,359
40.15,320
40.16,319
40.17,369
40.18,340
40.19,330
40.2,307
40.21,319
40.22,354
40.23,333
40.24,310
40.25,309
40.26,321
40.27,337
40.28,337
40.29,345
40.3,341
40.31,326
40.32,337
40.33,337
40.34,337
40.35,332
40.36,289
40.37,299
40.38,305
40.39,283
40.4,306
40.41,332
40.42,331
40.43,300
40.44,325
40.45,327
40.46,324
40.47,322
40.48,310
40.49,316
40.5,319
40.51,345
40.52,334
40.53,308
40.54,303
40.55,288
40.56,329
40.57,322
40.58,302
40.59,284
40.6,306
40.61,289
40.62,298
40.63,290
40.64,311
40.65,292
40.66,306
40.67,315
40.68,282
40.69,303
40.7,295
40.71,330
40.72,301
40.73,335
40.74,303
40.75,309
40.76,313
40.77,326
40.78,324
40.79,309
40.8,344
40.81,344
40.82,320
40.83,340
40.84,317
40.85,320
40.86,309
40.87,337
40.88,362
40.89,363
40.9,333
40.91,372
40.92,353
40.93,352
40.94,381
40.95,414
40.96,402
40.97,430
40.98,428
40.99,430
41,391
41.01,459
41.02,440
41.03,454
41.04,472
41.05,486
41.06,472
41.07,502
41.08,517
41.09,535
41.1,539
41.11,515
41.12,542
41.13,564
41.14,592
41.15,633
41.16,724
41.17,697
41.18,717
41.19,731
41.2,675
41.21,705
41.22,716
41.23,654
41.24,735
41.25,579
41.26,632
41.27,667
41.28,707
41.29,669
41.3,721
41.31,730
41.32,713
41.33,700
41.34,703
41.35,682
41.36,717
41.37,684
41.38,730
41.39,749
41.4,729
41.41,735
41.42,706
41.43,706
41.44,697
41.45,712
41.46,672
41.47,624
41.48,636
41.49,570
41.5,642
41.51,590
41.52,531
41.53,547
41.54,550
41.55,523
41.56,520
41.57,460
41.58,431
41.59,428
41.6,410
41.61,386
41.62,395
41.63,389
41.64,369
41.65,385
41.66,349
41.67,356
41.68,377
41.69,348
41.7,385
41.71,356
41.72,403
41.73,335
41.74,353
41.75,338
41.76,327
41.77,360
41.78,366
41.79,343
41.8,360
41.81,310
41.82,353
41.83,362
41.84,403
41.85,347
41.86,380
41.87,391
41.88,454
41.89,448
41.9,474
41.91,475
41.92,503
41.93,518
41.94,524
41.95,541
41.96,589
41.97,632
41.98,700
41.99,768
42,838
42.01,950
42.02,986
42.03,1133
42.04,1164
42.05,1209
42.06,1197
42.07,1151
42.08,1101
42.09,1029
42.1,927
42.11,898
42.12,851
42.13,836
42.14,828
42.15,832
42.16,776
42.17,775
42.18,767
42.19,671
42.2,659
42.21,606
42.22,525
42.23,460
42.24,464
42.25,455
42.26,437
42.27,374
42.28,393
42.29,383
42.3,410
42.31,358
42.32,330
42.33,337
42.34,319
42.35,327
42.36,325
42.37,305
42.38,341
42.39,331
42.4,348
42.41,298
42.42,351
42.43,331
42.44,298
42.45,303
42.46,327
42.47,304
42.48,315
42.49,322
42.5,311
42.51,346
42.52,305
42.53,338
42.54,323
42.55,334
42.56,296
42.57,301
42.58,304
42.59,316
42.6,287
42.61,320
42.62,321
42.63,333
42.64,324
42.65,322
42.66,318
42.67,319
42.68,294
42.69,336
42.7,296
42.71,296
42.72,342
42.73,320
42.74,301
42.75,313
42.76,332
42.77,326
42.78,307
42.79,317
42.8,322
42.81,304
42.82,297
42.83,318
42.84,301
42.85,311
42.86,289
42.87,300
42.88,292
42.89,322
42.9,285
42.91,301
42.92,291
42.93,298
42.94,304
42.95,344
42.96,293
42.97,338
42.98,312
42.99,315
43,293
43.01,305
43.02,337
43.03,323
43.04,326
43.05,273
43.06,317
43.07,352
43.08,311
43.09,316
43.1,310
43.11,294
43.12,302
43.13,328
43.14,354
43.15,347
43.16,345
43.17,345
43.18,336
43.19,329
43.2,371
43.21,339
43.22,355
43.23,338
43.24,351
43.25,385
43.26,368
43.27,380
43.28,379
43.29,372
43.3,387
43.31,378
43.32,374
43.33,392
43.34,366
43.35,375
43.36,369
43.37,369
43.38,375
43.39,388
43.4,383
43.41,361
43.42,394
43.43,387
43.44,384
43.45,413
43.46,398
43.47,372
43.48,382
43.49,406
43.5,402
43.51,414
43.52,442
43.53,377
43.54,404
43.55,411
43.56,431
43.57,449
43.58,463
43.59,439
43.6,434
43.61,470
43.62,458
43.63,455
43.64,467
43.65,467
43.66,481
43.67,456
43.68,495
43.69,434
43.7,450
43.71,484
43.72,443
43.73,506
43.74,475
43.75,465
43.76,468
43.77,457
43.78,465
43.79,426
43.8,464
43.81,448
43.82,453
43.83,430
43.84,442
43.85,399
43.86,410
43.87,410
43.88,405
43.89,372
43.9,416
43.91,429
43.92,410
43.93,388
43.94,385
43.95,384
43.96,383
43.97,362
43.98,396
43.99,347
44,375
44.01,373
44.02,386
44.03,389
44.04,370
44.05,370
44.06,378
44.07,379
44.08,354
44.09,391
44.1,383
44.11,354
44.12,384
44.13,393
44.14,364
44.15,374
44.16,391
44.17,361
44.18,405
44.19,411
44.2,373
44.21,369
44.22,396
44.23,402
44.24,442
44.25,401
44.26,428
44.27,389
44.28,405
44.29,400
44.3,400
44.31,440
44.32,415
44.33,447
44.34,441
44.35,419
44.36,480
44.37,450
44.38,446
44.39,431
44.4,483
44.41,471
44.42,504
44.43,546
44.44,514
44.45,543
44.46,549
44.47,563
44.48,645
44.49,680
44.5,763
44.51,771
44.52,820
44.53,874
44.54,883
44.55,926
44.56,922
44.57,900
44.58,863
44.59,828
44.6,802
44.61,793
44.62,743
44.63,691
44.64,708
44.65,689
44.66,668
44.67,675
44.68,694
44.69,631
44.7,640
44.71,591
44.72,564
44.73,521
44.74,490
44.75,462
44.76,465
44.77,447
44.78,455
44.79,435
44.8,453
44.81,438
44.82,439
44.83,414
44.84,396
44.85,450
44.86,447
44.87,448
44.88,487
44.89,468
44.9,522
44.91,525
44.92,569
44.93,613
44.94,614
44.95,743
44.96,745
44.97,812
44.98,902
44.99,889
45,906
45.01,832
45.02,774
45.03,767
45.04,631
45.05,578
45.06,608
45.07,656
45.08,614
45.09,633
45.1,632
45.11,646
45.12,647
45.13,585
45.14,538
45.15,441
45.16,468
45.17,433
45.18,395
45.19,413
45.2,387
45.21,385
45.22,368
45.23,387
45.24,400
45.25,434
45.26,400
45.27,441
45.28,424
45.29,455
45.3,451
45.31,499
45.32,519
45.33,562
45.34,594
45.35,603
45.36,650
45.37,676
45.38,727
45.39,743
45.4,723
45.41,688
45.42,682
45.43,716
45.44,619
45.45,665
45.46,649
45.47,687
45.48,647
45.49,659
45.5,669
45.51,611
45.52,599
45.53,615
45.54,568
45.55,637
45.56,605
45.57,636
45.58,597
45.59,623
45.6,628
45.61,609
45.62,573
45.63,614
45.64,629
45.65,606
45.66,561
45.67,537
45.68,524
45.69,465
45.7,478
45.71,488
45.72,454
45.73,466
45.74,421
45.75,491
45.76,436
45.77,405
45.78,421
45.79,406
45.8,402
45.81,385
45.82,349
45.83,355
45.84,334
45.85,309
45.86,326
45.87,332
45.88,307
45.89,310
45.9,319
45.91,322
45.92,306
45.93,299
45.94,325
45.95,319
45.96,343
45.97,352
45.98,374
45.99,322
46,321
46.01,304
46.02,308
46.03,324
46.04,299
46.05,322
46.06,334
46.07,351
46.08,351
46.09,342
46.1,360
46.11,374
46.12,376
46.13,391
46.14,400
46.15,437
46.16,438
46.17,441
46.18,494
46.19,502
46.2,549
46.21,564
46.22,591
46.23,634
46.24,625
46.25,696
46.26,762
46.27,820
46.28,830
46.29,808
46.3,892
46.31,895
46.32,874
46.33,805
46.34,789
46.35,744
46.36,760
46.37,746
46.38,707
46.39,718
46.4,739
46.41,671
46.42,661
46.43,652
46.44,612
46.45,598
46.46,510
46.47,493
46.48,492
46.49,455
46.5,438
46.51,413
46.52,400
46.53,386
46.54,376
46.55,376
46.56,338
46.57,350
46.58,350
46.59,334
46.6,347
46.61,327
46.62,304
46.63,320
46.64,333
46.65,314
46.66,303
46.67,303
46.68,305
46.69,299
46.7,297
46.71,301
46.72,283
46.73,277
46.74,308
46.75,342
46.76,317
46.77,315
46.78,286
46.79,318
46.8,296
46.81,308
46.82,283
46.83,284
46.84,305
46.85,305
46.86,312
46.87,304
46.88,304
46.89,286
46.9,322
46.91,302
46.92,319
46.93,349
46.94,325
46.95,360
46.96,325
46.97,316
46.98,327
46.99,335
47,322
47.01,338
47.02,325
47.03,349
47.04,381
47.05,397
47.06,355
47.07,398
47.08,399
47.09,384
47.1,422
47.11,433
47.12,424
47.13,446
47.14,475
47.15,466
47.16,462
47.17,527
47.18,483
47.19,512
47.2,516
47.21,480
47.22,483
47.23,454
47.24,516
47.25,506
47.26,486
47.27,495
47.28,521
47.29,514
47.3,502
47.31,505
47.32,491
47.33,467
47.34,462
47.35,453
47.36,426
47.37,450
47.38,430
47.39,433
47.4,410
47.41,431
47.42,447
47.43,384
47.44,412
47.45,402
47.46,366
47.47,418
47.48,387
47.49,390
47.5,402
47.51,378
47.52,402
47.53,389
47.54,406
47.55,378
47.56,425
47.57,397
47.58,393
47.59,411
47.6,450
47.61,431
47.62,447
47.63,427
47.64,403
47.65,430
47.66,449
47.67,421
47.68,388
47.69,409
47.7,377
47.71,420
47.72,399
47.73,430
47.74,422
47.75,403
47.76,434
47.77,421
47.78,428
47.79,415
47.8,418
47.81,431
47.82,395
47.83,393
47.84,424
47.85,399
47.86,398
47.87,416
47.88,393
47.89,378
47.9,403
47.91,406
47.92,410
47.93,384
47.94,408
47.95,405
47.96,448
47.97,437
47.98,445
47.99,474
48,486
48.01,468
48.02,530
48.03,529
48.04,541
48.05,538
48.06,544
48.07,550
48.08,516
48.09,435
48.1,490
48.11,453
48.12,483
48.13,416
48.14,476
48.15,467
48.16,462
48.17,451
48.18,466
48.19,438
48.2,449
48.21,416
48.22,406
48.23,381
48.24,384
48.25,398
48.26,392
48.27,408
48.28,384
48.29,385
48.3,395
48.31,390
48.32,397
48.33,425
48.34,472
48.35,451
48.36,490
48.37,508
48.38,523
48.39,506
48.4,590
48.41,614
48.42,638
48.43,639
48.44,728
48.45,815
48.46,862
48.47,884
48.48,961
48.49,1107
48.5,1168
48.51,1218
48.52,1258
48.53,1348
48.54,1447
48.55,1469
48.56,1451
48.57,1382
48.58,1258
48.59,1240
48.6,1173
48.61,1131
48.62,1135
48.63,1093
48.64,1033
48.65,1051
48.66,986
48.67,1011
48.68,939
48.69,910
48.7,932
48.71,805
48.72,767
48.73,696
48.74,607
48.75,587
48.76,549
48.77,501
48.78,489
48.79,499
48.8,471
48.81,419
48.82,439
48.83,400
48.84,396
48.85,351
48.86,383
48.87,364
48.88,346
48.89,394
48.9,342
48.91,342
48.92,347
48.93,354
48.94,378
48.95,298
48.96,339
48.97,331
48.98,333
48.99,340
49,321
49.01,330
49.02,340
49.03,331
49.04,309
49.05,324
49.06,331
49.07,332
49.08,345
49.09,320
49.1,327
49.11,366
49.12,322
49.13,309
49.14,359
49.15,335
49.16,313
49.17,324
49.18,306
49.19,315
49.2,337
49.21,326
49.22,374
49.23,352
49.24,354
49.25,333
49.26,328
49.27,303
49.28,288
49.29,329
49.3,320
49.31,312
49.32,328
49.33,323
49.34,306
49.35,300
49.36,345
49.37,334
49.38,310
49.39,312
49.4,302
49.41,339
49.42,330
49.43,297
49.44,311
49.45,310
49.46,303
49.47,323
49.48,315
49.49,307
49.5,317
49.51,328
49.52,350
49.53,332
49.54,353
49.55,331
49.56,334
49.57,360
49.58,378
49.59,375
49.6,382
49.61,378
49.62,396
49.63,429
49.64,431
49.65,384
49.66,434
49.67,402
49.68,415
49.69,422
49.7,445
49.71,426
49.72,416
49.73,422
49.74,385
49.75,410
49.76,407
49.77,397
49.78,369
49.79,394
49.8,363
49.81,372
49.82,398
49.83,398
49.84,405
49.85,372
49.86,336
49.87,352
49.88,351
49.89,359
49.9,349
49.91,336
49.92,361
49.93,326
49.94,323
49.95,325
49.96,341
49.97,341
49.98,324
49.99,309
50,319
50.01,350
50.02,327
50.03,334
50.04,306
50.05,305
50.06,314
50.07,316
50.08,317
50.09,304
50.1,329
50.11,310
50.12,317
50.13,315
50.14,290
50.15,317
50.16,312
50.17,343
50.18,332
50.19,330
50.2,347
50.21,347
50.22,304
50.23,299
50.24,310
50.25,317
50.26,317
50.27,303
50.28,297
50.29,323
50.3,318
50.31,308
50.32,293
50.33,342
50.34,297
50.35,334
50.36,305
50.37,301
50.38,293
50.39,306
50.4,276
50.41,292
50.42,275
50.43,287
50.44,278
50.45,276
50.46,265
50.47,264
50.48,281
50.49,286
50.5,287
50.51,256
50.52,274
50.53,277
50.54,264
50.55,271
50.56,300
50.57,277
50.58,287
50.59,263
50.6,285
50.61,249
50.62,279
50.63,289
50.64,263
50.65,291
50.66,278
50.67,283
50.68,279
50.69,303
50.7,289
50.71,281
50.72,294
50.73,282
50.74,285
50.75,292
50.76,292
50.77,302
50.78,310
50.79,309
50.8,300
50.81,310
50.82,302
50.83,305
50.84,311
50.85,284
50.86,291
50.87,313
50.88,284
50.89,302
50.9,308
50.91,342
50.92,338
50.93,378
50.94,342
50.95,350
50.96,374
50.97,407
50.98,363
50.99,362
51,431
51.01,416
51.02,438
51.03,448
51.04,465
51.05,500
51.06,506
51.07,524
51.08,576
51.09,629
51.1,636
51.11,657
51.12,746
51.13,743
51.14,798
51.15,869
51.16,865
51.17,856
51.18,839
51.19,800
51.2,808
51.21,801
51.22,729
51.23,709
51.24,698
51.25,655
51.26,682
51.27,659
51.28,691
51.29,694
51.3,629
51.31,631
51.32,635
51.33,586
51.34,581
51.35,540
51.36,524
51.37,542
51.38,519
51.39,497
51.4,459
51.41,453
51.42,503
51.43,514
51.44,455
51.45,501
51.46,500
51.47,539
51.48,519
51.49,560
51.5,558
51.51,617
51.52,591
51.53,578
51.54,603
51.55,570
51.56,571
51.57,583
51.58,532
51.59,510
51.6,494
51.61,493
51.62,507
51.63,498
51.64,479
51.65,475
51.66,474
51.67,439
51.68,451
51.69,443
51.7,421
51.71,466
51.72,394
51.73,389
51.74,381
51.75,337
51.76,360
51.77,374
51.78,365
51.79,295
51.8,307
51.81,349
51.82,357
51.83,328
51.84,324
51.85,347
51.86,352
51.87,335
51.88,331
51.89,315
51.9,324
51.91,341
51.92,346
51.93,324
51.94,337
51.95,320
51.96,326
51.97,323
51.98,309
51.99,301
52,316
52.01,311
52.02,339
52.03,308
52.04,298
52.05,299
52.06,354
52.07,287
52.08,336
52.09,307
52.1,295
52.11,304
52.12,287
52.13,324
52.14,295
52.15,266
52.16,298
52.17,293
52.18,299
52.19,299
52.2,272
52.21,296
52.22,275
52.23,296
52.24,277
52.25,293
52.26,296
52.27,285
52.28,293
52.29,286
52.3,312
52.31,297
52.32,294
52.33,271
52.34,296
52.35,306
52.36,306
52.37,265
52.38,307
52.39,295
52.4,295
52.41,286
52.42,315
52.43,295
52.44,304
52.45,300
52.46,304
52.47,293
52.48,263
52.49,305
52.5,328
52.51,296
52.52,310
52.53,322
52.54,290
52.55,323
52.56,288
52.57,299
52.58,322
52.59,304
52.6,319
52.61,279
52.62,311
52.63,330
52.64,303
52.65,296
52.66,291
52.67,325
52.68,311
52.69,291
52.7,304
52.71,296
52.72,346
52.73,338
52.74,319
52.75,324
52.76,339
52.77,332
52.78,345
52.79,362
52.8,359
52.81,400
52.82,383
52.83,397
52.84,410
52.85,404
52.86,393
52.87,398
52.88,404
52.89,391
52.9,332
52.91,350
52.92,331
52.93,366
52.94,321
52.95,342
52.96,371
52.97,403
52.98,381
52.99,357
53,367
53.01,354
53.02,347
53.03,303
53.04,300
53.05,328
53.06,321
53.07,308
53.08,332
53.09,322
53.1,312
53.11,289
53.12,301
53.13,334
53.14,329
53.15,298
53.16,317
53.17,306
53.18,326
53.19,315
53.2,320
53.21,323
53.22,319
53.23,350
53.24,311
53.25,320
53.26,312
53.27,301
53.28,346
53.29,352
53.3,322
53.31,335
53.32,333
53.33,312
53.34,331
53.35,339
53.36,325
53.37,302
53.38,332
53.39,290
53.4,359
53.41,321
53.42,326
53.43,332
53.44,330
53.45,319
53.46,336
53.47,320
53.48,339
53.49,331
53.5,324
53.51,323
53.52,328
53.53,332
53.54,325
53.55,324
53.56,357
53.57,349
53.58,340
53.59,316
53.6,344
53.61,357
53.62,357
53.63,347
53.64,370
53.65,339
53.66,370
53.67,344
53.68,375
53.69,393
53.7,399
53.71,379
53.72,363
53.73,397
53.74,429
53.75,442
53.76,429
53.77,428
53.78,445
53.79,412
53.8,467
53.81,413
53.82,420
53.83,464
53.84,464
53.85,474
53.86,486
53.87,475
53.88,503
53.89,521
53.9,550
53.91,570
53.92,558
53.93,554
53.94,588
53.95,586
53.96,623
53.97,586
53.98,662
53.99,696
54,695
54.01,760
54.02,810
54.03,794
54.04,830
54.05,913
54.06,902
54.07,1035
54.08,995
54.09,1079
54.1,1173
54.11,1197
54.12,1173
54.13,1085
54.14,947
54.15,935
54.16,863
54.17,862
54.18,869
54.19,808
54.2,823
54.21,748
54.22,765
54.23,784
54.24,828
54.25,787
54.26,769
54.27,795
54.28,733
54.29,655
54.3,659
54.31,553
54.32,510
54.33,541
54.34,513
54.35,480
54.36,456
54.37,465
54.38,405
54.39,382
54.4,398
54.41,413
54.42,384
54.43,447
54.44,409
54.45,375
54.46,365
54.47,375
54.48,364
54.49,366
54.5,365
54.51,343
54.52,309
54.53,382
54.54,355
54.55,361
54.56,342
54.57,340
54.58,287
54.59,343
54.6,363
54.61,313
54.62,360
54.63,362
54.64,347
54.65,375
54.66,355
54.67,359
54.68,421
54.69,419
54.7,429
54.71,418
54.72,441
54.73,455
54.74,445
54.75,404
54.76,410
54.77,382
54.78,398
54.79,360
54.8,390
54.81,385
54.82,401
54.83,391
54.84,402
54.85,377
54.86,400
54.87,379
54.88,371
54.89,406
54.9,363
54.91,372
54.92,358
54.93,349
54.94,328
54.95,316
54.96,312
54.97,299
54.98,319
54.99,312
55,317
55.01,278
55.02,311
55.03,290
55.04,323
55.05,297
55.06,301
55.07,286
55.08,292
55.09,287
55.1,285
55.11,272
55.12,294
55.13,260
55.14,277
55.15,255
55.16,257
55.17,309
55.18,286
55.19,319
55.2,235
55.21,281
55.22,261
55.23,261
55.24,261
55.25,256
55.26,256
55.27,260
55.28,273
55.29,252
55.3,270
55.31,294
55.32,299
55.33,273
55.34,269
55.35,288
55.36,284
55.37,254
55.38,278
55.39,295
55.4,285
55.41,312
55.42,294
55.43,266
55.44,274
55.45,295
55.46,303
55.47,294
55.48,319
55.49,307
55.5,318
55.51,289
55.52,298
55.53,313
55.54,320
55.55,318
55.56,293
55.57,273
55.58,289
55.59,299
55.6,299
55.61,310
55.62,302
55.63,295
55.64,289
55.65,289
55.66,289
55.67,283
55.68,269
55.69,278
55.7,301
55.71,291
55.72,306
55.73,265
55.74,279
55.75,296
55.76,285
55.77,240
55.78,307
55.79,306
55.8,287
55.81,300
55.82,284
55.83,275
55.84,271
55.85,297
55.86,251
55.87,295
55.88,260
55.89,294
55.9,273
55.91,282
55.92,259
55.93,310
55.94,304
55.95,296
55.96,284
55.97,302
55.98,273
55.99,286
56,272
56.01,311
56.02,266
56.03,260
56.04,269
56.05,274
56.06,240
56.07,248
56.08,248
56.09,254
